image_path,filename,split,label,label_name,mean_intensity,std_intensity,min_intensity,max_intensity,median_intensity,q25_intensity,q75_intensity,iqr_intensity,hist_bin_0,hist_bin_1,hist_bin_2,hist_bin_3,hist_bin_4,hist_bin_5,hist_bin_6,hist_bin_7
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1103.jpeg,cast_ok_0_1103.jpeg,train,0,OK,137.4430694580078,62.2567024230957,0.0,252.0,159.0,125.0,179.0,54.0,0.15138888359069824,0.02867777831852436,0.029088888317346573,0.04569999873638153,0.2506333291530609,0.3684333264827728,0.12226666510105133,0.003811111208051443
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1116.jpeg,cast_ok_0_1116.jpeg,train,0,OK,151.36668395996094,65.74443054199219,0.0,255.0,164.0,128.0,207.0,79.0,0.11782222241163254,0.03791110962629318,0.0340999998152256,0.056299999356269836,0.21076667308807373,0.27017778158187866,0.1352333277463913,0.13768889009952545
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1119.jpeg,cast_ok_0_1119.jpeg,train,0,OK,152.0157470703125,61.85589599609375,2.0,255.0,171.0,124.0,202.0,78.0,0.10101111233234406,0.043788887560367584,0.03191111236810684,0.08508888632059097,0.13553333282470703,0.2644888758659363,0.32838889956474304,0.00978888850659132
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_112.jpeg,cast_ok_0_112.jpeg,train,0,OK,155.60662841796875,66.40384674072266,0.0,255.0,168.0,136.0,212.0,76.0,0.11446666717529297,0.03795555606484413,0.03126666694879532,0.045177776366472244,0.17749999463558197,0.3038555681705475,0.12445555627346039,0.1653222292661667
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1120.jpeg,cast_ok_0_1120.jpeg,train,0,OK,151.05703735351562,61.74379348754883,4.0,255.0,172.0,124.0,198.0,74.0,0.10302222520112991,0.041822221130132675,0.03243333473801613,0.08590000122785568,0.15700000524520874,0.27078887820243835,0.2994999885559082,0.009533333592116833
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1121.jpeg,cast_ok_0_1121.jpeg,train,0,OK,153.83914184570312,60.95119857788086,2.0,254.0,170.0,130.0,201.0,71.0,0.09423333406448364,0.0414000004529953,0.029555555433034897,0.07486666738986969,0.18523333966732025,0.2545444369316101,0.31612223386764526,0.004044444300234318
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1127.jpeg,cast_ok_0_1127.jpeg,train,0,OK,155.1476287841797,66.3311538696289,0.0,255.0,168.0,136.0,211.0,75.0,0.11594444513320923,0.035955555737018585,0.03132222220301628,0.045588888227939606,0.21788889169692993,0.2656777799129486,0.12319999933242798,0.16442222893238068
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1132.jpeg,cast_ok_0_1132.jpeg,train,0,OK,132.98851013183594,55.192718505859375,0.0,255.0,154.0,130.0,168.0,38.0,0.1501111090183258,0.021388888359069824,0.021844444796442986,0.04803333431482315,0.3924555480480194,0.34086665511131287,0.024988889694213867,0.00031111110001802444
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1134.jpeg,cast_ok_0_1134.jpeg,train,0,OK,152.09153747558594,66.27951049804688,0.0,255.0,167.0,129.0,208.0,79.0,0.11863332986831665,0.03695555403828621,0.034377776086330414,0.05325555428862572,0.21987777948379517,0.2632000148296356,0.12203333526849747,0.15166667103767395
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1137.jpeg,cast_ok_0_1137.jpeg,train,0,OK,141.3245849609375,58.27904510498047,0.0,245.0,162.0,132.0,176.0,44.0,0.13085556030273438,0.023277778178453445,0.02235555462539196,0.055177778005599976,0.22705554962158203,0.40950000286102295,0.13151110708713531,0.00026666666963137686
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_114.jpeg,cast_ok_0_114.jpeg,train,0,OK,152.4268035888672,64.6546859741211,0.0,255.0,169.0,124.0,202.0,78.0,0.10837777704000473,0.0414888896048069,0.032366666942834854,0.07688888907432556,0.19028888642787933,0.23007777333259583,0.24266666173934937,0.07784444093704224
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1140.jpeg,cast_ok_0_1140.jpeg,train,0,OK,152.77133178710938,65.01187133789062,0.0,255.0,165.0,134.0,207.0,73.0,0.11644444614648819,0.036177776753902435,0.03244444355368614,0.048366665840148926,0.19064444303512573,0.292722225189209,0.1590888947248459,0.124111108481884
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1144.jpeg,cast_ok_0_1144.jpeg,train,0,OK,156.1483154296875,59.3803825378418,0.0,255.0,167.0,135.0,204.0,69.0,0.08374444395303726,0.039900001138448715,0.031833332031965256,0.06994444131851196,0.1600777804851532,0.28611111640930176,0.3040222227573395,0.02436666749417782
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1148.jpeg,cast_ok_0_1148.jpeg,train,0,OK,153.16732788085938,65.03082275390625,0.0,255.0,168.0,124.0,206.0,82.0,0.10884444415569305,0.04123333469033241,0.03197777643799782,0.07864444702863693,0.1498444378376007,0.22278888523578644,0.29234445095062256,0.07432222366333008
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1149.jpeg,cast_ok_0_1149.jpeg,train,0,OK,149.51690673828125,65.04077911376953,0.0,251.0,167.0,128.0,204.0,76.0,0.12013333290815353,0.03686666488647461,0.035144444555044174,0.056611109524965286,0.21921111643314362,0.2625555694103241,0.1692444384098053,0.10023333132266998
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1153.jpeg,cast_ok_0_1153.jpeg,train,0,OK,150.4272918701172,65.20134735107422,0.0,253.0,165.0,129.0,205.0,76.0,0.12007778137922287,0.036577776074409485,0.03500000014901161,0.05435555428266525,0.22339999675750732,0.2603333294391632,0.15675555169582367,0.11349999904632568
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1158.jpeg,cast_ok_0_1158.jpeg,train,0,OK,153.34732055664062,65.24362182617188,0.0,255.0,168.0,135.0,208.0,73.0,0.11531110852956772,0.03704444319009781,0.03226666525006294,0.04767777770757675,0.22797778248786926,0.25531110167503357,0.15051111578941345,0.1339000016450882
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1160.jpeg,cast_ok_0_1160.jpeg,train,0,OK,152.9144744873047,60.60948181152344,1.0,255.0,168.0,127.0,199.0,72.0,0.09326666593551636,0.03861111029982567,0.034788887947797775,0.08487777411937714,0.15807777643203735,0.2711666524410248,0.2912110984325409,0.02800000086426735
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1165.jpeg,cast_ok_0_1165.jpeg,train,0,OK,150.37001037597656,61.70713806152344,2.0,255.0,171.0,123.0,199.0,76.0,0.10368888825178146,0.04147777706384659,0.03255555406212807,0.08754444122314453,0.17047777771949768,0.2511444389820099,0.30542221665382385,0.007688888814300299
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1169.jpeg,cast_ok_0_1169.jpeg,train,0,OK,142.0267791748047,63.53699493408203,0.0,255.0,156.0,111.0,190.0,79.0,0.12568889558315277,0.034255556762218475,0.04271111264824867,0.1086222231388092,0.21067777276039124,0.2548333406448364,0.1780555546283722,0.04515555500984192
C:\Users\espacegamers\Desktop\Master IAII\Cours\drive-download-20251005T182208Z-1-001\S2\Traitement d_images et vision par ordinateur_\Projet\industrial-defect-detection\data\raw\casting_data\train\ok_front\cast_ok_0_1171.jpeg,cast_ok_0_1171.jpeg,train,0,OK,150.84571838378906,61.357566833496094,2.0,255.0,171.0,123.0,198.0,75.0,0.10118889063596725,0.04410000145435333,0.03200000151991844,0.08627777546644211,0.1632000058889389,0.2568555474281311,0.30825555324554443,0.008122222498059273
